1	eine	ART
2	wahrhaftige	NN
3	Arznei	NN
4	.	$.
5	und	KON
6	Schatz	VVIMP
7	des	ART
8	Lebens	NN
9	.	$.
1	wider	APPR
2	die	ART
3	schwere	ADJD
4	und	KON
5	schnelle	ADJA
6	Sucht	VVFIN
7	der	ART
8	Pestilenz	NN
9	.	$.
10	bewährt	VVPP
11	von	XY
12	vielen	ADV
13	Doktoren	NE
14	der	ART
15	Arznei	NN
16	.	$.
1	die	ART
2	Vorrede	VVFIN
3	.	$.
1	durch	APPR
2	des	ART
3	durchlauchtigen	NN
4	und	KON
5	wohlgeborenen	ADJA
6	Herrn	NN
7	.	$.
8	Herrn	NN
9	von	APPR
10	Linigen	NN
11	der	ART
12	heiligen	ADJA
13	Kirchen	NN
14	zu	PTKZU
15	Lölen	NE
16	Schatzbehalter	NN
17	meines	PPOSAT
18	gnädigen	ADJA
19	und	KON
20	großgünstigen	ADJA
21	Herrn	NN
22	sonderliche	ADJA
23	Gunst	NN
24	und	KON
25	Liebe	VVFIN
26	habe	VAFIN
27	ich	PPER
28	.	$.
29	N.	NN
30	aus	APPR
31	viel	ADV
32	und	KON
33	mancher	NN
34	Doktoren	NE
35	und	KON
36	Lehrer	NN
37	in	APPR
38	der	ART
39	Arznei	NE
40	erfahrenen	VVINF
41	Schriften	NN
42	.	$.
43	dies	PDS
44	Büchlein	NN
45	ausgezogen	VVPP
46	und	KON
47	zu ſamen	ADV
48	getragen	VVPP
49	.	$.
50	und	KON
51	also	ADV
52	seiner	PPOSAT
53	Würdigkeit	NN
54	als	KOKOM
55	Gold	NN
56	über	APPR
57	Gold	NN
58	und	KON
59	Edelgestein	NN
60	geschenkt	VVPP
61	gar	ADV
62	dienstlich	ADJD
63	vermahnende	NE
64	solches	NE
65	festiglichen	NN
66	dem	NE
67	Gedächtnis	NE
68	zu	PTKZU
69	befehlen	NE
70	.	$.
71	wann	PWAV
72	nicht	PTKNEG
73	anders	ADV
74	in	APPR
75	diesem	PDAT
76	Büchlein	NN
77	beschrieben	VVFIN
78	ist	VAFIN
79	dann	ADV
80	allein	NE
81	was	PWS
82	ich	PPER
83	durch	APPR
84	lange	NN
85	Erfahrung	NN
86	wider	APPR
87	diese	PDAT
88	Krankheit	NE
89	dienende	ADJA
90	vor	APPR
91	anderen	ADJA
92	erkannt	VVPP
93	habe	VAFIN
94	und	KON
95	so	ADV
96	ihr	PPOSAT
97	diese	PDAT
