1	1	eine	ART	ART	ART	ART	ART	ART	_
1	2	wahrhaftige	NN	ADJA	ADJA	ADJA	ADJA	ADJA	MISMATCH
1	3	Arznei	NN	NN	NN	NN	NN	NN	_
1	4	.	$.	$.	$.	$.	$.	$.	_
1	5	und	KON	KON	KON	KON	KON	KON	_
1	6	Schatz	VVIMP	NN	NN	NN	NN	NN	MISMATCH
1	7	des	ART	ART	ART	ART	ART	ART	_
1	8	Lebens	NN	NN	NN	NN	NN	NN	_
1	9	.	$.	$.	$.	$.	$.	$.	_
2	1	wider	APPR	APPR	APPR	APPR	APPR	APPR	_
2	2	die	ART	ART	ART	ART	ART	ART	_
2	3	schwere	ADJD	ADJA	ADJA	ADJA	ADJA	ADJA	MISMATCH
2	4	und	KON	KON	KON	KON	KON	KON	_
2	5	schnelle	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
2	6	Sucht	VVFIN	NN	NN	NN	NN	NN	MISMATCH
2	7	der	ART	ART	ART	ART	ART	ART	_
2	8	Pestilenz	NN	NN	NN	NN	NN	NN	_
2	9	.	$.	$.	$.	$.	$.	$.	_
2	10	bewährt	VVPP	VVPP	VVFIN	ADJD	VVPP	VVFIN	MISMATCH
2	11	von	XY	APPR	APPR	APPR	APPR	APPR	MISMATCH
2	12	vielen	ADV	PIAT	PIAT	PIAT	PIAT	PIAT	MISMATCH
2	13	Doktoren	NE	NN	NN	NN	NN	NN	MISMATCH
2	14	der	ART	ART	ART	ART	ART	ART	_
2	15	Arznei	NN	NN	NN	NN	NN	NN	_
2	16	.	$.	$.	$.	$.	$.	$.	_
3	1	die	ART	ART	ART	ART	ART	ART	_
3	2	Vorrede	VVFIN	NN	NN	NN	NN	NN	MISMATCH
3	3	.	$.	$.	$.	$.	$.	$.	_
4	1	durch	APPR	APPR	APPR	APPR	APPR	APPR	_
4	2	des	ART	ART	ART	ART	ART	ART	_
4	3	durchlauchtigen	NN	ADJA	ADJA	ADJA	ADJA	ADJA	MISMATCH
4	4	und	KON	KON	KON	KON	KON	KON	_
4	5	wohlgeborenen	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
4	6	Herrn	NN	NN	NN	NN	NN	NN	_
4	7	.	$.	$.	$.	$.	$.	$.	_
4	8	Herrn	NN	NN	NN	NN	NN	NN	_
4	9	von	APPR	APPR	APPR	APPR	APPR	APPR	_
4	10	Linigen	NN	NN	NN	NN	NE	NN	MISMATCH
4	11	der	ART	ART	ART	ART	ART	ART	_
4	12	heiligen	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
4	13	Kirchen	NN	NN	NN	NN	NN	NN	_
4	14	zu	PTKZU	APPR	APPR	APPR	APPR	APPR	MISMATCH
4	15	Lölen	NE	NE	NN	NE	VVPP	NE	MISMATCH
4	16	Schatzbehalter	NN	NN	NN	NN	VVPP	NN	MISMATCH
4	17	meines	PPOSAT	PPOSAT	PPOSAT	PPOSAT	PPOSAT	PPOSAT	_
4	18	gnädigen	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
4	19	und	KON	KON	KON	KON	KON	KON	_
4	20	großgünstigen	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
4	21	Herrn	NN	NN	NN	NN	NN	NN	_
4	22	sonderliche	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
4	23	Gunst	NN	NN	NN	NN	NN	NN	_
4	24	und	KON	KON	KON	KON	KON	KON	_
4	25	Liebe	VVFIN	NN	NN	NN	NN	NN	MISMATCH
4	26	habe	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	_
4	27	ich	PPER	PPER	PPER	PPER	PPER	PPER	_
4	28	.	$.	$.	$.	$.	$.	$.	_
4	29	N.	NN	NE	NE	NE	NE	NE	MISMATCH
4	30	aus	APPR	APPR	APPR	APPR	APPR	APPR	_
4	31	viel	ADV	PIAT	PIS	ADV	PIAT	ADV	MISMATCH
4	32	und	KON	KON	KON	KON	KON	KON	_
4	33	mancher	NN	PIAT	PIAT	PIAT	PIAT	PIAT	MISMATCH
4	34	Doktoren	NE	NN	NN	NN	NN	NN	MISMATCH
4	35	und	KON	KON	KON	KON	KON	KON	_
4	36	Lehrer	NN	NN	NN	NN	NN	NN	_
4	37	in	APPR	APPR	APPR	APPR	APPR	APPR	_
4	38	der	ART	ART	ART	ART	ART	ART	_
4	39	Arznei	NE	NN	NN	NN	NN	NN	MISMATCH
4	40	erfahrenen	VVINF	ADJA	ADJA	ADJA	ADJA	ADJA	MISMATCH
4	41	Schriften	NN	NN	NN	NN	NN	NN	_
4	42	.	$.	$.	$.	$.	$.	$.	_
4	43	dies	PDS	PDAT	PDAT	PDAT	PDAT	PDAT	MISMATCH
4	44	Büchlein	NN	NN	NN	NN	NN	NN	_
4	45	ausgezogen	VVPP	VVPP	VVPP	VVPP	VVPP	VVPP	_
4	46	und	KON	KON	KON	KON	KON	KON	_
4	47	zu ſamen	ADV	APPR	APPR	APPR	APPR	APPR	MISMATCH
4	48	getragen	VVPP	VVPP	VVPP	VVPP	VVPP	VVPP	_
4	49	.	$.	$.	$.	$.	$.	$.	_
4	50	und	KON	KON	KON	KON	KON	KON	_
4	51	also	ADV	ADV	ADV	ADV	ADV	ADV	_
4	52	seiner	PPOSAT	PPOSAT	PPOSAT	PPOSAT	PPOSAT	PPOSAT	_
4	53	Würdigkeit	NN	NN	NN	NN	NN	NN	_
4	54	als	KOKOM	KOKOM	KOKOM	KOKOM	APPR	KOKOM	MISMATCH
4	55	Gold	NN	NN	NN	NN	NN	NN	_
4	56	über	APPR	APPR	APPR	APPR	APPR	APPR	_
4	57	Gold	NN	NN	NN	NN	NN	NN	_
4	58	und	KON	KON	KON	KON	KON	KON	_
4	59	Edelgestein	NN	NN	NN	NN	NN	NN	_
4	60	geschenkt	VVPP	VVPP	VVPP	VVPP	VVPP	VVPP	_
4	61	gar	ADV	ADV	ADV	ADV	ADV	ADV	_
4	62	dienstlich	ADJD	ADJD	ADJD	ADJD	ADJD	ADJD	_
4	63	vermahnende	NE	ADJA	ADJA	ADJA	VVPP	ADJA	MISMATCH
4	64	solches	NE	PIAT	PIAT	PIAT	PIS	PIAT	MISMATCH
4	65	festiglichen	NN	VVFIN	VVFIN	ADJA	VVPP	ADJA	MISMATCH
4	66	dem	NE	ART	ART	ART	ART	ART	MISMATCH
4	67	Gedächtnis	NE	NN	NN	NN	NN	NN	MISMATCH
4	68	zu	PTKZU	PTKZU	PTKZU	PTKZU	PTKZU	PTKZU	_
4	69	befehlen	NE	VVINF	VVINF	VVINF	VVPP	VVINF	MISMATCH
4	70	.	$.	$.	$.	$.	$.	$.	_
4	71	wann	PWAV	PWAV	PWAV	PWAV	PWAV	PWAV	_
4	72	nicht	PTKNEG	PTKNEG	PTKNEG	PTKNEG	PTKNEG	PTKNEG	_
4	73	anders	ADV	ADV	ADV	ADV	ADV	ADV	_
4	74	in	APPR	APPR	APPR	APPR	APPR	APPR	_
4	75	diesem	PDAT	PDAT	PDAT	PDAT	PDAT	PDAT	_
4	76	Büchlein	NN	NN	NN	NN	NN	NN	_
4	77	beschrieben	VVFIN	VVPP	VVPP	VVPP	VVPP	VVPP	MISMATCH
4	78	ist	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	_
4	79	dann	ADV	ADV	ADV	ADV	ADV	ADV	_
4	80	allein	NE	ADV	ADV	ADV	ADV	ADV	MISMATCH
4	81	was	PWS	PIS	PIS	PIS	PWS	PIS	MISMATCH
4	82	ich	PPER	PPER	PPER	PPER	PPER	PPER	_
4	83	durch	APPR	APPR	APPR	APPR	APPR	APPR	_
4	84	lange	NN	ADJA	ADJA	ADJA	ADJA	ADJA	MISMATCH
4	85	Erfahrung	NN	NN	NN	NN	NN	NN	_
4	86	wider	APPR	APPR	APPR	APPR	APPR	APPR	_
4	87	diese	PDAT	PDAT	PDAT	PDAT	PDAT	PDAT	_
4	88	Krankheit	NE	NN	NN	NN	NN	NN	MISMATCH
4	89	dienende	ADJA	ADJA	ADJA	ADJA	VVPP	ADJA	MISMATCH
4	90	vor	APPR	APPR	APPR	APPR	APPR	APPR	_
4	91	anderen	ADJA	PIS	PIS	PIS	PIS	PIS	MISMATCH
4	92	erkannt	VVPP	VVPP	VVPP	VVPP	VVPP	VVPP	_
4	93	habe	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	_
4	94	und	KON	KON	KON	KON	KON	KON	_
4	95	so	ADV	ADV	ADV	ADV	ADV	ADV	_
