1	1	wie	PWAV	KOUS	KOUS	KOUS	PWAV	KOKOM	MISMATCH
1	2	man	PIS	PIS	PIS	PIS	PIS	PIS	_
1	3	denen	PRELS	PDS	PDS	PDS	PDS	PDS	MISMATCH
1	4	helfen	VVINF	VVINF	VVINF	VVINF	VVINF	VVINF	_
1	5	soll	VMFIN	VMFIN	VMFIN	VMFIN	VMFIN	VMFIN	_
1	6	/	$(	$(	$(	$(	$(	$(	_
1	7	welche	ADJA	PRELS	PRELS	PRELS	PRELS	PRELS	MISMATCH
1	8	mit	APPR	APPR	APPR	APPR	APPR	APPR	_
1	9	der	ART	ART	ART	ART	ART	ART	_
1	10	pestilenzische	NE	ADJA	ADJA	ADJA	ADJA	ADJA	MISMATCH
1	11	Gift	NN	NN	NN	NN	NN	NN	_
1	12	begriffen	VVPP	VVPP	VVPP	VVPP	VVINF	VVPP	MISMATCH
1	13	sind	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	_
1	14	.	$.	$.	$.	$.	$.	$.	_
2	1	durch	APPR	APPR	APPR	APPR	APPR	APPR	_
2	2	Doctor	NE	NN	NN	NN	NN	NN	MISMATCH
2	3	Jodocum	NE	NN	NN	NN	NE	NN	MISMATCH
2	4	Willichium	NE	NN	NN	NN	NE	NN	MISMATCH
2	5	von	APPR	APPR	APPR	APPR	APPR	APPR	_
2	6	Resell	NE	NE	NN	NN	NE	NN	MISMATCH
2	7	.	$.	$.	$.	$.	$.	$.	_
3	1	gedruckt	VVPP	ADJD	VVPP	VVPP	NE	ADJD	MISMATCH
3	2	zu	PTKZU	APPR	APPR	APPR	APPR	APPR	MISMATCH
3	3	Frankfurt	NE	NE	NE	NE	NE	NE	_
3	4	an	APPR	APPR	APPR	APPR	APPR	APPR	_
3	5	der	ART	ART	ART	ART	ART	ART	_
3	6	Oder	KON	NN	NE	NN	NE	NE	MISMATCH
3	7	durch	APPR	APPR	APPR	APPR	APPR	APPR	_
3	8	Johann	NE	NE	NE	NE	NE	NE	_
3	9	Eichorn.	NN	NE	NE	NE	NE	NE	MISMATCH
3	10	M.	NE	NE	NE	NE	NE	NE	_
3	11	D.	NE	NE	NE	NE	NE	NE	_
3	12	L.	NE	NE	NE	NE	NE	NE	_
4	1	wie	PWAV	KOUS	KOUS	KOUS	PWAV	KOKOM	MISMATCH
4	2	man	PIS	PIS	PIS	PIS	PIS	PIS	_
4	3	denen	PRELS	PDS	PDS	PDS	PDS	PDS	MISMATCH
4	4	helfen	VVINF	VVINF	VVINF	VVINF	VVINF	VVINF	_
4	5	soll	VMFIN	VMFIN	VMFIN	VMFIN	VMFIN	VMFIN	_
4	6	/	$(	$(	$(	$(	$(	$(	_
4	7	welche	PWAT	PRELS	PRELS	PRELS	PRELS	PRELS	MISMATCH
4	8	mit	APPR	APPR	APPR	APPR	APPR	APPR	_
4	9	der	ART	ART	ART	ART	ART	ART	_
4	10	pestilenzische	NE	ADJA	ADJA	ADJA	ADJA	ADJA	MISMATCH
4	11	Gift	NN	NN	NN	NN	NN	NN	_
4	12	begriffen	VVPP	VVPP	VVPP	VVPP	VVINF	VVPP	MISMATCH
4	13	sind	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	_
4	14	.	$.	$.	$.	$.	$.	$.	_
5	1	wann	PWAV	PWAV	PWAV	PWAV	PWAV	PWAV	_
5	2	einer	ART	PIS	PIS	ART	PIS	PIS	MISMATCH
5	3	begriffen	VVPP	VVPP	VVPP	VVPP	VVPP	VVPP	_
5	4	ist	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	_
5	5	mit	APPR	APPR	APPR	APPR	APPR	APPR	_
5	6	der	ART	ART	ART	ART	ART	ART	_
5	7	Pestilenz	NN	NN	NN	NN	NN	NN	_
5	8	/	$(	$(	$(	$(	$(	$(	_
5	9	soll	VMFIN	VMFIN	VMFIN	VMFIN	VMFIN	VMFIN	_
5	10	er	PPER	PPER	PPER	PPER	PPER	PPER	_
5	11	zuvoraus	ADV	ADV	ADV	ADV	VVPP	ADV	MISMATCH
5	12	zu	PTKZU	APPR	APPR	APPR	APPR	APPR	MISMATCH
5	13	Gott	NN	NN	NN	NN	NN	NN	_
5	14	laufen	VVFIN	VVINF	VVFIN	VVINF	VVPP	VVINF	MISMATCH
5	15	/	$(	$(	$(	$(	$(	$(	_
5	16	und	KON	KON	KON	KON	KON	KON	_
5	17	darnach	PAV	ADV	ADV	ADV	PAV	ADV	MISMATCH
5	18	Gottes	NN	NN	NN	NN	NN	NN	_
5	19	Gaben	VVFIN	NN	NN	NN	NN	NN	MISMATCH
