1	1	kurzer	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
1	2	Bericht	NN	NN	NN	NN	NN	NN	_
1	3	/	$(	$(	$(	$(	$(	$(	_
1	4	wie	PWAV	KOUS	KOUS	KOUS	PWAV	KOUS	MISMATCH
1	5	sich	PRF	PRF	PRF	PRF	PRF	PRF	_
1	6	Hauß= Vaͤter	NN	NN	NE	NN	NN	NE	MISMATCH
1	7	und	KON	KON	KON	KON	KON	KON	_
1	8	Mütter	NN	NN	NN	NN	NN	NN	_
1	9	/	$(	$(	$(	$(	$(	$(	_
1	10	auch	ADV	ADV	ADV	ADV	ADV	ADV	_
1	11	jedermänniglich	ADJD	ADJD	PIS	ADJD	VVINF	ADJD	MISMATCH
1	12	in	APPR	APPR	APPR	APPR	APPR	APPR	_
1	13	dieser	PDAT	PDAT	PDAT	PDAT	PDAT	PDAT	_
1	14	gefährlichen	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
1	15	Pest = Zeit	NN	NN	NN	NN	NN	NN	_
1	18	verhalten	VVINF	VVINF	VVFIN	VVINF	VVINF	VVPP	MISMATCH
1	19	und	KON	KON	KON	KON	KON	KON	_
1	20	mit	APPR	APPR	APPR	APPR	APPR	APPR	_
1	21	Arzneien	NN	NN	NN	NN	NN	NN	_
1	22	versorgen	VVINF	VVINF	VVINF	VVINF	VVINF	VVINF	_
1	23	soll	VMFIN	VMFIN	VMFIN	VMFIN	VMFIN	VMFIN	_
1	24	.	$.	$.	$.	$.	$.	$.	_
2	1	dem	ART	ART	ART	ART	ART	ART	_
2	2	lieben	VVFIN	ADJA	ADJA	ADJA	ADJA	VVFIN	MISMATCH
2	3	Armut	NN	NN	NN	NN	NN	NN	_
2	4	zu	PTKZU	APPR	APPR	APPR	PTKA	APPR	MISMATCH
2	5	gute	ADJA	VVINF	ADJA	ADJA	ADJD	ADJA	MISMATCH
2	6	/	$(	$(	$(	$(	$(	$(	_
2	7	aus	APPR	APPR	APPR	APPR	APPR	APPR	_
2	8	treuen	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
2	9	und	KON	KON	KON	KON	KON	KON	_
2	10	wohlmeinenden	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
2	11	Gemüt	NN	NN	NN	NN	NN	NN	_
2	12	vorgestellt	VVPP	VVPP	VVPP	VVPP	ADJA	VVPP	MISMATCH
2	13	durch	APPR	APPR	APPR	APPR	APPR	APPR	_
2	14	Martinum	NE	NN	NN	NN	NE	NN	MISMATCH
2	15	Heer	NE	NE	NN	NN	NE	NN	MISMATCH
2	16	/	$(	$(	$(	$(	$(	$(	_
2	17	Medikus	NN	NE	NN	NN	NE	NN	MISMATCH
3	1	Doktor	NE	NN	NN	NN	NN	NN	MISMATCH
3	3	und	KON	KON	KON	KON	KON	KON	_
3	4	Stadtphysikus[6]	NN	NN	NN	NN	NN	NN	_
3	5	zu	PTKZU	APPR	APPR	APPR	APPR	APPR	MISMATCH
3	6	Görlitz	NE	NE	NE	NE	CARD	NE	MISMATCH
3	7	.	$.	$.	$.	$.	$.	$.	_
3	8	nebst	APPR	APPR	APPR	APPR	APPR	APPR	_
3	9	einem	ART	ART	ART	ART	ART	ART	_
3	10	Anhang	VVFIN	NN	NN	NN	NN	NN	MISMATCH
3	11	vieler	PIAT	PIAT	PIAT	PIAT	PIAT	PIAT	_
3	12	nützlichen	ADJA	ADJA	ADJA	ADJA	CARD	ADJA	MISMATCH
3	13	und	KON	KON	KON	KON	KON	KON	_
3	14	in	APPR	APPR	APPR	APPR	APPR	APPR	_
3	15	diesen	PDAT	PDAT	PDAT	PDAT	PDAT	PDAT	_
3	16	Fällen	NN	NN	NN	NN	NN	NN	_
3	17	bewährten	ADJA	ADJA	ADJA	ADJA	CARD	ADJA	MISMATCH
3	18	Pestmittel	NN	NN	NN	NN	NN	NN	_
3	19	/	$(	$(	$(	$(	$(	$(	_
3	20	wie	PWAV	KOKOM	KOKOM	KOUS	KON	KOKOM	MISMATCH
3	21	auch	ADV	ADV	ADV	ADV	ADV	ADV	_
3	22	drei	CARD	CARD	CARD	CARD	CARD	CARD	_
3	23	ihrer	PPOSAT	PPOSAT	PPOSAT	PPOSAT	PPOSAT	PPOSAT	_
3	24	sonderbaren	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
3	25	tugendhalben	NN	NN	ADJA	ADJA	ADJA	ADJA	MISMATCH
3	26	unschätzbare	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
3	27	Remedia	NN	NE	NE	NN	NN	NE	MISMATCH
3	28	wider	ADV	APPR	APPR	APPR	APPR	APPR	MISMATCH
3	29	die	ART	ART	ART	ART	ART	ART	_
3	30	Pestilenz	NN	NN	NN	NN	NN	NN	_
3	31	höchstheilsamlich	NN	ADJD	ADJD	ADJD	ADJD	ADJD	MISMATCH
3	32	zu	PTKZU	PTKZU	PTKZU	PTKZU	PTKZU	PTKZU	_
3	33	gebrauchen	VVINF	VVINF	VVINF	VVINF	CARD	VVINF	MISMATCH
3	34	Görlitz	NE	NE	NE	NE	NE	NE	_
3	35	im	APPRART	APPRART	APPRART	APPRART	APPRART	APPRART	_
3	36	Jahr	NN	NN	NN	NN	NN	NN	_
3	37	Christi	NE	NE	NE	NE	NE	NE	_
3	38	1680	CARD	CARD	CARD	CARD	CARD	CARD	_
3	39	.	$.	$.	$.	$.	$.	$.	_
4	1	bei	APPR	APPR	APPR	APPR	APPR	APPR	_
4	2	dieser	PDAT	PDAT	PDAT	PDAT	PDAT	PDAT	_
4	3	,	$,	$,	$,	$,	$,	$,	_
4	4	betrübten	VVFIN	ADJA	ADJA	ADJA	ADJA	ADJA	MISMATCH
4	5	und	KON	KON	KON	KON	KON	KON	_
4	6	gefährlichen	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
4	7	Pestzeit	NN	NN	NN	NN	NN	NN	_
4	8	dem	ART	ART	ART	ART	ART	ART	_
4	9	lieben	VVFIN	ADJA	ADJA	ADJA	ADJA	ADJA	MISMATCH
4	10	Armut	NN	NN	NN	NN	NN	NN	_
4	11	zugute	PTKZU	PTKVZ	PTKVZ	PTKVZ	ADV	PTKVZ	MISMATCH
4	12	/	$(	$(	$(	$(	$(	$(	_
4	13	schreibe	VVFIN	VVFIN	VVFIN	VVFIN	VVFIN	VVFIN	_
4	14	ich	PPER	PPER	PPER	PPER	PPER	PPER	_
4	15	diese	PDAT	PDAT	PDAT	PDAT	PDAT	PDAT	_
4	16	Hausarzneien	NN	NN	NN	NN	NN	NN	_
4	17	/	$(	$(	$(	$(	$(	$(	_
4	18	mit	APPR	APPR	APPR	APPR	APPR	APPR	_
4	19	welchen	PWAT	PIAT	PIS	PIS	PRELS	PIS	MISMATCH
4	20	sich	PRF	PRF	PRF	PRF	PRF	PRF	_
4	21	ein	ART	ART	ART	ART	ART	ART	_
4	22	jeder	PIAT	PIAT	PIAT	PIAT	PIAT	PIAT	_
4	23	Unvermögender	NN	ADJA	NN	NN	NN	NN	MISMATCH
4	24	und	KON	KON	KON	KON	KON	KON	_
4	25	armer	ADJA	ADJA	ADJA	ADJA	ADJA	ADJA	_
4	26	Hausvater	NN	NN	NN	NN	NN	NN	_
4	27	/	$(	$(	$(	$(	$(	$(	_
4	28	oder	KON	KON	KON	KON	KON	KON	_
4	29	andere	ADJA	PIS	PIS	PIS	ADJA	PIS	MISMATCH
4	30	Person	NN	NN	NN	NN	NN	NN	_
4	31	wenigen	PIAT	PIAT	PIAT	PIAT	PIAT	PIAT	_
4	32	Mitteln	NN	NN	NN	NN	NN	NN	_
4	33	in	APPR	APPR	APPR	APPR	APPR	APPR	_
4	34	oder	KON	KON	KON	KON	KON	KON	_
4	35	außer	APPR	APPR	APPR	APPR	APPR	APPR	_
4	36	der	ART	ART	ART	ART	ART	ART	_
4	37	Stadt	NN	NN	NN	NN	NN	NN	_
4	39	versehe	VVFIN	VVFIN	VVFIN	VVFIN	VVFIN	VVFIN	_
4	40	;	$.	$(	$.	$(	$.	$.	MISMATCH
4	41	und	KON	KON	KON	KON	KON	KON	_
4	42	dies	PDS	PDS	PDS	PDS	PDS	PDS	_
4	43	zu	PTKZU	PTKZU	PTKZU	PTKZU	PTKZU	PTKZU	_
4	44	thun	VVINF	VVINF	VVINF	VVINF	VVINF	VVINF	_
4	45	/	$(	$(	$(	$(	$(	$(	_
4	46	auch	ADV	ADV	ADV	ADV	ADV	ADV	_
4	47	dem	ART	ART	ART	ART	ART	ART	_
4	48	Gewissen	NN	NN	NN	NN	NN	NN	_
4	49	nach	APPR	APPO	PTKVZ	APPR	APPO	PTKVZ	MISMATCH
4	50	/	$(	$(	$(	$(	$(	$(	_
4	51	wird	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	VAFIN	_
4	52	ein	ART	ART	ART	ART	ART	ART	_
4	53	jeder	PIAT	PIAT	PIS	PIS	PIS	PIS	MISMATCH
4	54	schuldig	ADJD	ADJD	ADJD	ADJD	ADJD	ADJD	_
4	55	und	KON	KON	KON	KON	KON	KON	_
4	56	verbunden	VVPP	VVPP	ADJD	ADJD	ADJD	ADJD	MISMATCH
4	57	seyn	VVINF	VVINF	VVINF	VAINF	VAINF	VVINF	MISMATCH
4	58	;	$.	$(	$(	$.	$.	$.	MISMATCH
4	59	welche	PWAT	PIAT	PRELS	PRELS	PWAT	PRELS	MISMATCH
4	60	Arzneien	NN	NN	NN	NN	NN	NN	_
4	61	auch	ADV	ADV	ADV	ADV	ADV	ADV	_
4	62	jedermann	PIS	PIS	PIS	PIS	PIS	PIS	_
4	63	mehrenteils	ADV	ADV	ADV	ADV	ADV	ADV	_
4	64	in	APPR	APPR	APPR	APPR	APPR	APPR	_
4	65	seinem	PPOSAT	PPOSAT	PPOSAT	PPOSAT	PPOSAT	PPOSAT	_
4	66	Gärtlein	NN	NN	NN	NN	NN	NN	_
